step,pos,ratio_mean,ratio_last4,ratio_last,conf
6,76,0.9140625,0.9296875,0.9140625,-inf
6,77,0.89453125,0.9296875,0.91015625,-inf
6,78,0.90625,0.9375,0.91796875,-inf
6,79,0.90625,0.93359375,0.9140625,-inf
6,80,0.91015625,0.9296875,0.91015625,-inf
6,81,0.89453125,0.9296875,0.90625,-inf
6,82,0.91015625,0.9375,0.91015625,-inf
6,83,0.8984375,0.9375,0.91015625,-inf
6,84,0.90625,0.9296875,0.90234375,-inf
6,85,0.90625,0.9375,0.91015625,-inf
6,86,0.921875,0.93359375,0.90625,-inf
6,87,0.91015625,0.93359375,0.90625,-inf
6,88,0.921875,0.93359375,0.90625,-inf
6,89,0.890625,0.93359375,0.8984375,-inf
6,90,0.88671875,0.9375,0.90234375,-inf
6,91,0.90234375,0.93359375,0.90234375,-inf
6,92,0.921875,0.9375,0.90625,-inf
6,93,0.921875,0.9375,0.9140625,-inf
6,94,0.921875,0.94140625,0.90625,-inf
6,95,0.90625,0.9453125,0.92578125,-inf
6,96,0.91796875,0.9453125,0.92578125,-inf
6,97,0.9140625,0.9453125,0.9296875,-inf
6,98,0.91796875,0.9453125,0.92578125,-inf
6,99,0.921875,0.9453125,0.9296875,-inf
6,100,0.91796875,0.9453125,0.921875,-inf
6,101,0.90625,0.94921875,0.9296875,-inf
6,102,0.91796875,0.9375,0.91796875,-inf
6,103,0.91796875,0.953125,0.9453125,-inf
6,104,0.93359375,0.9765625,0.98046875,-inf
6,105,0.9375,0.98828125,0.984375,-inf
7,47,0.74609375,0.7734375,0.7734375,0.2001953125
7,50,0.75,0.7734375,0.77734375,-inf
7,51,0.76953125,0.82421875,0.7890625,-inf
7,52,0.81640625,0.859375,0.8125,-inf
7,53,0.8203125,0.86328125,0.8359375,-inf
7,54,0.8359375,0.8671875,0.84375,-inf
7,55,0.83203125,0.875,0.84375,-inf
7,56,0.83203125,0.875,0.84375,-inf
7,57,0.84765625,0.875,0.84765625,-inf
7,58,0.84375,0.890625,0.86328125,-inf
7,59,0.83984375,0.89453125,0.87109375,-inf
7,60,0.8515625,0.8984375,0.875,-inf
7,61,0.86328125,0.8984375,0.87109375,-inf
7,62,0.875,0.89453125,0.87109375,-inf
7,63,0.87890625,0.90625,0.875,-inf
7,64,0.87109375,0.90625,0.875,-inf
7,65,0.86328125,0.90234375,0.875,-inf
7,66,0.87109375,0.90625,0.88671875,-inf
7,67,0.8828125,0.91015625,0.89453125,-inf
7,68,0.8828125,0.9140625,0.8984375,-inf
7,69,0.890625,0.9140625,0.90234375,-inf
7,70,0.87890625,0.921875,0.90234375,-inf
7,71,0.8671875,0.921875,0.90625,-inf
7,72,0.89453125,0.91796875,0.91015625,-inf
7,73,0.8984375,0.91796875,0.90625,-inf
7,74,0.89453125,0.9140625,0.90625,-inf
7,75,0.88671875,0.91796875,0.90234375,-inf
7,76,0.8984375,0.91015625,0.90234375,-inf
7,77,0.8828125,0.91796875,0.8984375,-inf
7,78,0.89453125,0.92578125,0.90625,-inf
7,79,0.89453125,0.921875,0.90234375,-inf
7,80,0.8984375,0.91796875,0.8984375,-inf
7,81,0.8828125,0.91796875,0.8984375,-inf
7,82,0.90234375,0.921875,0.8984375,-inf
7,83,0.8828125,0.92578125,0.8984375,-inf
7,84,0.8984375,0.91796875,0.88671875,-inf
7,85,0.89453125,0.92578125,0.90234375,-inf
7,86,0.90625,0.91796875,0.890625,-inf
7,87,0.8984375,0.9140625,0.890625,-inf
7,88,0.91015625,0.9140625,0.890625,-inf
7,89,0.8828125,0.91796875,0.8828125,-inf
7,90,0.87890625,0.921875,0.88671875,-inf
7,91,0.89453125,0.921875,0.890625,-inf
7,92,0.91015625,0.921875,0.890625,-inf
7,93,0.91015625,0.9296875,0.8984375,-inf
7,94,0.91015625,0.9296875,0.890625,-inf
7,95,0.89453125,0.9296875,0.91015625,-inf
7,96,0.91015625,0.9375,0.91015625,-inf
7,97,0.90625,0.9375,0.9140625,-inf
7,98,0.91015625,0.9375,0.9140625,-inf
7,99,0.9140625,0.93359375,0.91796875,-inf
7,100,0.90625,0.93359375,0.91015625,-inf
7,101,0.8984375,0.94140625,0.921875,-inf
7,102,0.91015625,0.9296875,0.90625,-inf
7,103,0.91015625,0.9453125,0.93359375,-inf
7,104,0.92578125,0.9765625,0.9765625,-inf
7,105,0.9296875,0.984375,0.984375,-inf
8,50,0.71875,0.7578125,0.77734375,0.89453125
8,51,0.734375,0.78125,0.76171875,0.287109375
8,52,0.76953125,0.796875,0.75,0.162109375
8,53,0.7890625,0.8203125,0.80859375,0.1611328125
8,54,0.7890625,0.81640625,0.79296875,0.0927734375
8,55,0.79296875,0.8125,0.78515625,0.09716796875
8,56,0.80078125,0.8203125,0.78515625,0.08203125
8,57,0.8125,0.828125,0.796875,0.0869140625
8,58,0.8203125,0.8359375,0.8046875,-inf
8,59,0.82421875,0.83984375,0.8125,-inf
8,60,0.81640625,0.8359375,0.8125,-inf
8,61,0.82421875,0.84765625,0.81640625,-inf
8,62,0.83984375,0.84375,0.8125,-inf
8,63,0.8515625,0.859375,0.82421875,-inf
8,64,0.859375,0.86328125,0.8203125,-inf
8,65,0.85546875,0.86328125,0.8359375,-inf
8,66,0.8359375,0.86328125,0.8359375,-inf
8,67,0.83984375,0.87109375,0.84375,-inf
8,68,0.86328125,0.875,0.84765625,-inf
8,69,0.86328125,0.8671875,0.84375,-inf
8,70,0.83203125,0.87109375,0.84765625,-inf
8,71,0.859375,0.8828125,0.859375,-inf
8,72,0.87890625,0.875,0.86328125,-inf
8,73,0.859375,0.87890625,0.859375,-inf
8,74,0.84765625,0.87890625,0.85546875,-inf
8,75,0.8671875,0.87890625,0.8515625,-inf
8,76,0.8671875,0.8828125,0.8515625,-inf
8,77,0.87109375,0.87890625,0.8515625,-inf
8,78,0.87109375,0.8828125,0.859375,-inf
8,79,0.8828125,0.87109375,0.85546875,-inf
8,80,0.875,0.87890625,0.85546875,-inf
8,81,0.8671875,0.8828125,0.8515625,-inf
8,82,0.86328125,0.8828125,0.84765625,-inf
8,83,0.87109375,0.890625,0.8515625,-inf
8,84,0.87109375,0.88671875,0.85546875,-inf
8,85,0.8828125,0.8828125,0.8515625,-inf
8,86,0.875,0.8828125,0.84765625,-inf
8,87,0.875,0.88671875,0.84375,-inf
8,88,0.88671875,0.890625,0.84375,-inf
8,89,0.86328125,0.875,0.8359375,-inf
8,90,0.859375,0.88671875,0.8359375,-inf
8,91,0.87109375,0.88671875,0.84375,-inf
8,92,0.8828125,0.88671875,0.83984375,-inf
8,93,0.890625,0.8828125,0.84375,-inf
8,94,0.88671875,0.890625,0.84765625,-inf
8,95,0.875,0.89453125,0.86328125,-inf
8,96,0.8828125,0.8984375,0.8671875,-inf
8,97,0.88671875,0.8984375,0.87109375,-inf
8,98,0.87890625,0.90234375,0.87109375,-inf
8,99,0.89453125,0.890625,0.87109375,-inf
8,100,0.8828125,0.90625,0.87109375,-inf
8,101,0.87890625,0.9140625,0.890625,-inf
8,102,0.875,0.89453125,0.859375,-inf
8,103,0.89453125,0.91015625,0.875,-inf
8,104,0.89453125,0.96875,0.96875,-inf
8,105,0.91796875,0.98046875,0.9765625,-inf
9,51,0.6953125,0.72265625,0.703125,0.2333984375
9,52,0.71875,0.7421875,0.703125,0.1767578125
9,53,0.75,0.7734375,0.78125,0.1748046875
9,54,0.76171875,0.7734375,0.765625,0.1015625
9,55,0.76171875,0.765625,0.7578125,0.10986328125
9,56,0.7734375,0.78125,0.76171875,0.0966796875
9,57,0.78125,0.79296875,0.78125,0.0927734375
9,58,0.80078125,0.8046875,0.79296875,-inf
9,59,0.8046875,0.8125,0.80078125,-inf
9,60,0.7890625,0.8046875,0.796875,-inf
9,61,0.8046875,0.82421875,0.8125,-inf
9,62,0.8203125,0.8203125,0.8125,-inf
9,63,0.82421875,0.83203125,0.81640625,-inf
9,64,0.84765625,0.84375,0.81640625,-inf
9,65,0.8359375,0.83984375,0.82421875,-inf
9,66,0.81640625,0.83984375,0.82421875,-inf
9,67,0.828125,0.84765625,0.8359375,-inf
9,68,0.8359375,0.8515625,0.8359375,-inf
9,69,0.84765625,0.84375,0.8359375,-inf
9,70,0.8203125,0.859375,0.84375,-inf
